NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
net.minecraft.src.packet.Packet24MobSpawn,*,field_551_d,*,*,*,yPosition,"The Y position of the entity."
net.minecraft.src.crafting.CraftingManager,*,field_6541_a,*,*,*,instance,"The static instance of this class"
net.minecraft.src.gui.GuiControls,*,field_956_i,*,*,*,options,"Reference to the net.minecraft.src.GameSettings object."
net.minecraft.src.gui.GuiControls,*,field_957_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
net.minecraft.src.gui.GuiControls,*,field_954_a,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
net.minecraft.src.gui.GuiControls,*,field_955_j,*,*,*,buttonId,"The ID of the  button that has been pressed."
net.minecraft.src.gui.GuiConnecting,*,field_952_a,*,*,*,clientHandler,"A reference to the net.minecraft.src.networking.NetClientHandler."
net.minecraft.src.gui.GuiConnecting,*,field_953_h,*,*,*,cancelled,"True if the connection attempt has been cancelled."
net.minecraft.src.gui.GuiScreen,*,field_950_d,*,*,*,height,"The height of the screen object."
net.minecraft.src.gui.GuiScreen,*,field_951_c,*,*,*,width,"The width of the screen object."
net.minecraft.src.gui.GuiSelectWorld,*,field_958_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
net.minecraft.src.gui.GuiSelectWorld,*,field_959_i,*,*,*,selected,"True if a world has been selected."
RenderManager,*,field_1229_e,*,*,*,renderEngine,"*"
RenderManager,*,field_1227_g,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
RenderManager,*,field_1223_k,*,*,*,options,"Reference to the net.minecraft.src.GameSettings object."
net.minecraft.src.block.World,*,field_9435_j,*,*,*,autosavePeriod,"*"
net.minecraft.src.block.World,*,field_9434_r,*,*,*,worldAccesses,"*"
net.minecraft.src.helpers.ClippingHelper,*,field_1688_a,*,*,*,frustum,"*"
net.minecraft.src.helpers.ClippingHelper,*,field_1689_d,*,*,*,clippingMatrix,"*"
net.minecraft.src.recipe.RecipesArmor,*,field_1680_b,*,*,*,recipeItems,"*"
net.minecraft.src.recipe.RecipesArmor,*,field_1681_a,*,*,*,recipePatterns,"*"
net.minecraft.src.item.ItemRenderer,*,field_1356_a,*,*,*,mc,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.entity.Entity,*,field_632_aO,*,*,*,entityCollisionReduction,"Reduces the velocity applied by entity collisions by the specified percent."
net.minecraft.src.entity.Entity,*,field_637_aJ,*,*,*,lastTickPosY,"The entity's Y coordinate at the previous tick, used to calculate position during rendering routines"
net.minecraft.src.entity.Entity,*,field_636_aK,*,*,*,lastTickPosZ,"The entity's Z coordinate at the previous tick, used to calculate position during rendering routines"
net.minecraft.src.entity.Entity,*,field_638_aI,*,*,*,lastTickPosX,"The entity's X coordinate at the previous tick, used to calculate position during rendering routines"
net.minecraft.src.canvas.CanvasIsomPreview,*,field_1792_b,*,*,*,zoomLevel,"*"
net.minecraft.src.canvas.CanvasIsomPreview,*,field_1790_d,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.canvas.CanvasIsomPreview,*,field_1791_c,*,*,*,displayHelpText,"*"
net.minecraft.client.Minecraft,*,field_6319_j,*,*,*,minecraftUri,"*"
net.minecraft.client.Minecraft,*,field_6313_p,*,*,*,currentScreen,"The net.minecraft.src.gui.GuiScreen that's being displayed at the moment."
net.minecraft.client.Minecraft,*,field_6312_q,*,*,*,loadingScreen,"*"
net.minecraft.src.Block,*,field_411_ak,*,*,*,stairDouble,"*"
net.minecraft.client.Minecraft,*,field_6316_m,*,*,*,isWorldLoaded,"*"
net.minecraft.src.Block,*,field_414_ah,*,*,*,mushroomRed,"Was mushroomFlyAgaric"
net.minecraft.src.Block,*,field_389_ay,*,*,*,blockDiamond,"*"
net.minecraft.src.Block,*,field_388_I,*,*,*,oreIron,"*"
net.minecraft.src.Block,*,field_383_M,*,*,*,sponge,"*"
net.minecraft.src.Block,*,field_382_N,*,*,*,glass,"*"
net.minecraft.src.Block,*,field_387_az,*,*,*,workbench,"*"
net.minecraft.src.Block,*,field_386_J,*,*,*,oreCoal,"*"
net.minecraft.src.Block,*,field_385_K,*,*,*,wood,"*"
net.minecraft.src.Block,*,field_384_L,*,*,*,leaves,"*"
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_897_c,*,*,*,blankChunk,"A completely empty net.minecraft.src.world.chunk.Chunk, used by net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate when there's no ChunkProvider."
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_896_d,*,*,*,chunkProvider,"The net.minecraft.src.world.chunk.IChunkProvider used by this net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate."
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_895_e,*,*,*,chunkLoader,"The net.minecraft.src.world.chunk.IChunkLoader used by this net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate."
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_894_f,*,*,*,chunks,"An array of 1024 chunks."
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_893_g,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_892_h,*,*,*,lastQueriedChunk,"The last net.minecraft.src.world.chunk.Chunk that was returned from func_553_b"
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_891_a,*,*,*,lastQueriedChunkXPos,"The last X position of a chunk that was returned from func_553_b"
net.minecraft.src.world.chunk.ChunkProviderLoadOrGenerate,*,field_890_b,*,*,*,lastQueriedChunkZPos,"The last Z position of a chunk that was returned from func_553_b"
net.minecraft.src.world.chunk.ChunkProviderIso,*,field_898_b,*,*,*,chunks,"An array of 256 chunks."
net.minecraft.src.texture.TexturePackBase,*,field_6487_a,*,*,*,texturePackFileName,"The file name of the texture pack, or Default if not from a custom texture pack."
net.minecraft.src.texture.TexturePackBase,*,field_6486_b,*,*,*,firstDescriptionLine,"The first line of the texture pack description (read from the pack.txt file)"
net.minecraft.src.texture.TexturePackBase,*,field_6489_c,*,*,*,secondDescriptionLine,"The second line of the texture pack description (read from the pack.txt file)"
net.minecraft.src.packet.Packet15Place,*,field_569_c,*,*,*,yPosition,"net.minecraft.src.Block Y position."
net.minecraft.src.packet.Packet15Place,*,field_568_d,*,*,*,zPosition,"net.minecraft.src.Block Z position."
net.minecraft.src.packet.Packet15Place,*,field_567_e,*,*,*,direction,"The offset to use for block/item placement."
net.minecraft.src.packet.Packet15Place,*,field_566_a,*,*,*,id,"The block or item to be placed."
net.minecraft.src.packet.Packet15Place,*,field_565_b,*,*,*,xPosition,"net.minecraft.src.Block X position."
net.minecraft.src.packet.Packet4UpdateTime,*,field_564_a,*,*,*,time,"The world time in minutes."
net.minecraft.src.packet.Packet16BlockItemSwitch,*,field_563_a,*,*,*,unused,"Unused when sent from a client, can be any random value."
net.minecraft.src.packet.Packet16BlockItemSwitch,*,field_562_b,*,*,*,id,"The block/item id to be equipped."
net.minecraft.src.packet.Packet10Flying,*,field_561_a,*,*,*,xPosition,"The player's X position."
net.minecraft.src.packet.Packet10Flying,*,field_560_b,*,*,*,yPosition,"The player's Y position."
net.minecraft.src.gui.GuiMultiplayer,*,field_969_i,*,*,*,serverAddress,"Server address."
net.minecraft.src.gui.GuiMultiplayer,*,field_968_a,*,*,*,updateCounter,"Counts the number of screen updates. Used to make the caret flash."
net.minecraft.src.gui.GuiYesNo,*,field_963_i,*,*,*,message2,"Second line of text."
net.minecraft.src.gui.GuiYesNo,*,field_962_j,*,*,*,worldNumber,"net.minecraft.src.block.World number to be deleted."
net.minecraft.src.gui.GuiYesNo,*,field_961_a,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
net.minecraft.src.gui.GuiSelectWorld,*,field_960_h,*,*,*,screenTitle,"The title string that is displayed in the top-center of the screen."
net.minecraft.src.gui.GuiIngameMenu,*,field_967_h,*,*,*,updateCounter,"Counts the number of screen updates."
net.minecraft.src.gui.GuiIngameMenu,*,field_966_a,*,*,*,updateCounter2,"Also counts the number of updates, not certain as to why yet."
net.minecraft.src.gui.GuiConflictWarning,*,field_965_a,*,*,*,updateCounter,"Counts the number of screen updates. Not used."
net.minecraft.src.gui.GuiYesNo,*,field_964_h,*,*,*,message1,"First line of text."
net.minecraft.src.block.World,*,field_1050_a,*,*,*,loadedEntityList,"A list of all Entities in all currently-loaded chunks"
RenderManager,*,field_1231_c,*,*,*,renderPosY,"*"
RenderManager,*,field_1230_d,*,*,*,renderPosZ,"*"
RenderManager,*,field_1233_a,*,*,*,instance,"The static instance of RenderManager."
RenderManager,*,field_1232_b,*,*,*,renderPosX,"*"
RenderGlobal,*,field_1425_H,*,*,*,renderDistance,""
net.minecraft.src.helpers.ClippingHelperImplementation,*,field_1693_f,*,*,*,projectionMatrixBuffer,"*"
net.minecraft.src.helpers.ClippingHelperImplementation,*,field_1692_g,*,*,*,modelviewMatrixBuffer,"*"
net.minecraft.src.helpers.ClippingHelperImplementation,*,field_1691_h,*,*,*,unusedFloatBuffer,"*"
net.minecraft.src.helpers.ClippingHelper,*,field_1690_c,*,*,*,modelviewMatrix,"*"
net.minecraft.src.inventory.SlotCrafting,*,field_1125_c,*,*,*,craftMatrix,"The craft matrix inventory linked to this result slot."
net.minecraft.src.canvas.CanvasMinecraftApplet,*,field_1696_a,*,*,*,mcApplet,"Reference to the net.minecraft.client.MinecraftApplet object."
net.minecraft.src.AxisAlignedBB,*,field_1699_h,*,*,*,numBoundingBoxesInUse,"Tracks how many bounding boxes are being used"
net.minecraft.src.AxisAlignedBB,*,field_1698_a,*,*,*,minX,"*"
net.minecraft.src.entity.TileEntityRenderer,*,field_1543_l,*,*,*,playerZ,"The player's Z position in this rendering context"
net.minecraft.src.entity.EntityLiving,*,field_9357_z,*,*,*,texture,"*"
net.minecraft.src.entity.EntityLiving,*,field_9355_A,*,*,*,unusedEntityLivingBoolean,""
net.minecraft.src.Block,*,field_4067_aK,*,*,*,lever,"*"
net.minecraft.src.Block,*,field_4066_aL,*,*,*,pressurePlateStone,"*"
net.minecraft.src.entity.TileEntityRenderer,*,field_1545_j,*,*,*,playerX,"The player's X position in this rendering context"
net.minecraft.src.entity.TileEntityRenderer,*,field_1544_k,*,*,*,playerY,"The player's Y position in this rendering context"
net.minecraft.src.opengl.buffer.ImageBufferDownload,*,field_1344_c,*,*,*,imageHeight,"*"
net.minecraft.src.IsoImageBuffer,*,field_1347_b,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.opengl.buffer.ImageBufferDownload,*,field_1343_a,*,*,*,imageData,"*"
net.minecraft.src.opengl.buffer.ImageBufferDownload,*,field_1342_b,*,*,*,imageWidth,"*"
net.minecraft.src.entity.TileEntityRenderer,*,field_1549_f,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.entity.TileEntityRenderer,*,field_1548_g,*,*,*,entityPlayer,"A reference to the net.minecraft.src.entity.EntityPlayer viewing this net.minecraft.src.entity.TileEntity"
net.minecraft.src.entity.Entity,*,field_621_aZ,*,*,*,addedToChunk,"Has this entity been added to the chunk its within"
net.minecraft.src.entity.Entity,*,field_622_aY,*,*,*,skinUrl,"The URL the skin of the player is loaded from."
net.minecraft.src.item.Item,*,field_4021_aS,*,*,*,fishRaw,"*"
net.minecraft.src.entity.Entity,*,field_9308_bh,*,*,*,maxAir,"*"
net.minecraft.src.entity.EntityLiving,*,field_712_J,*,*,*,deathTime,"The amount of time remaining this entity should act 'dead', i.e. have a corpse in the world."
net.minecraft.src.entity.EntityLiving,*,field_715_G,*,*,*,hurtTime,"The amount of time remaining this entity should act 'hurt'. (Visual appearance of red tint)"
net.minecraft.src.Block,*,field_406_ap,*,*,*,cobblestoneMossy,"*"
net.minecraft.src.Block,*,field_407_ao,*,*,*,bookShelf,"*"
net.minecraft.src.Block,*,field_400_at,*,*,*,mobSpawner,"*"
net.minecraft.src.GameSettings,*,field_12259_z,*,*,*,lastServer,"The lastServer string."
net.minecraft.src.Block,*,field_399_C,*,*,*,waterMoving,"*"
net.minecraft.src.Block,*,field_394_aw,*,*,*,redstoneWire,"*"
net.minecraft.src.Block,*,field_395_E,*,*,*,lavaMoving,"*"
net.minecraft.src.Block,*,field_396_av,*,*,*,crate,"*"
net.minecraft.src.Block,*,field_390_H,*,*,*,oreGold,"*"
net.minecraft.src.Block,*,field_392_G,*,*,*,gravel,"*"
net.minecraft.src.block.World,*,field_1046_e,*,*,*,skylightSubtracted,"How much light is subtracted from full daylight"
net.minecraft.src.Block,*,field_338_u,*,*,*,stone,"*"
net.minecraft.src.Block,*,field_339_t,*,*,*,lightValue,"Amount of light emitted"
net.minecraft.src.packet.Packet5PlayerInventory,*,field_570_b,*,*,*,stacks,"Array of item stacks."
net.minecraft.src.packet.Packet5PlayerInventory,*,field_571_a,*,*,*,type,"The type of inventory being sent. -1 for main inventory. -2 for equipped armour. -3 for crafting slots."
net.minecraft.src.packet.Packet51MapChunk,*,field_572_b,*,*,*,yPosition,"net.minecraft.src.Block Y position."
net.minecraft.src.packet.Packet51MapChunk,*,field_573_a,*,*,*,xPosition,"net.minecraft.src.Block X position."
net.minecraft.src.packet.Packet51MapChunk,*,field_574_h,*,*,*,chunkSize,"The size of the compressed data."
net.minecraft.src.packet.Packet51MapChunk,*,field_575_g,*,*,*,chunk,"The chunk data, compressed using ZLib deflate."
net.minecraft.src.packet.Packet51MapChunk,*,field_576_f,*,*,*,zSize,"The Z size of the chunk."
net.minecraft.src.packet.Packet51MapChunk,*,field_577_e,*,*,*,ySize,"The Y size of the chunk."
net.minecraft.src.packet.Packet51MapChunk,*,field_578_d,*,*,*,xSize,"The X size of the chunk."
net.minecraft.src.packet.Packet51MapChunk,*,field_579_c,*,*,*,zPosition,"net.minecraft.src.Block Z position."
net.minecraft.src.threading.ThreadDownloadImage,*,field_1217_c,*,*,*,imageData,"The image data."
net.minecraft.src.gui.GuiFurnace,*,field_978_j,*,*,*,furnaceInventory,"*"
net.minecraft.src.threading.ThreadDownloadImage,*,field_1216_a,*,*,*,location,"The URL of the image to download."
net.minecraft.src.gui.GuiContainer,*,field_974_h,*,*,*,ySize,"The Y size of the inventory window in pixels."
net.minecraft.src.gui.GuiInventory,*,field_975_m,*,*,*,ySize_lo,"y size of the inventory window in pixels. Defined as float, passed as int."
net.minecraft.src.gui.GuiInventory,*,field_976_l,*,*,*,xSize_lo,"x size of the inventory window in pixels. Defined as float, passed as int"
net.minecraft.src.gui.GuiMultiplayer,*,field_970_h,*,*,*,parentScreen,"A reference to the screen object that created this. Used for navigating between screens."
net.minecraft.src.gui.GuiContainer,*,field_971_a,*,*,*,xSize,"The X size of the inventory window in pixels."
net.minecraft.src.gui.GuiContainer,*,field_972_j,*,*,*,itemRenderer,"Stacks renderer. Icons, stack size, health, etc..."
net.minecraft.src.gui.GuiContainer,*,field_973_i,*,*,*,inventorySlots,"A list of the players inventory slots."
net.minecraft.src.networking.NetClientHandler,*,field_1214_c,*,*,*,disconnected,"True if kicked or disconnected from the server."
net.minecraft.src.networking.NetClientHandler,*,field_1213_d,*,*,*,netManager,"Reference to the net.minecraft.src.networking.NetworkManager object."
net.minecraft.src.networking.NetClientHandler,*,field_1212_e,*,*,*,mc,"Reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.networking.NetClientHandler,*,field_1211_f,*,*,*,worldClient,"*"
net.minecraft.src.world.chunk.ChunkProviderClient,*,field_888_d,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.world.chunk.ChunkProviderClient,*,field_889_c,*,*,*,unusedChunkList,"Only emptied, never added to."
net.minecraft.src.world.WorldGenBigTree,*,field_880_c,*,*,*,worldObj,"Reference to the net.minecraft.src.block.World object."
net.minecraft.src.world.WorldGenMinable,*,field_883_b,*,*,*,numberOfBlocks,"The number of blocks to generate."
net.minecraft.src.world.WorldGenMinable,*,field_884_a,*,*,*,minableBlockId,"The block ID of the ore to be placed using this generator."
net.minecraft.src.world.WorldGenFlowers,*,field_885_a,*,*,*,plantBlockId,"The ID of the plant block used in this plant generator."
net.minecraft.src.world.chunk.ChunkProviderClient,*,field_886_b,*,*,*,chunkMapping,"The mapping between net.minecraft.src.world.chunk.ChunkCoordinates and Chunks that net.minecraft.src.world.chunk.ChunkProviderClient maintains."
net.minecraft.src.world.chunk.ChunkProviderClient,*,field_887_a,*,*,*,blankChunk,"The completely empty chunk used by net.minecraft.src.world.chunk.ChunkProviderClient when field_886_b doesn't contain the requested coordinates."
net.minecraft.src.world.WorldRenderer,*,field_1756_h,*,*,*,sizeDepth,""
net.minecraft.src.world.WorldRenderer,*,field_1757_g,*,*,*,sizeHeight,""
net.minecraft.src.networking.NetClientHandler,*,field_1208_b,*,*,*,rand,"RNG."
net.minecraft.src.world.WorldRenderer,*,field_1758_f,*,*,*,sizeWidth,""
net.minecraft.src.world.WorldRenderer,*,field_1759_e,*,*,*,posZ,""
net.minecraft.src.gui.GuiMainMenu,*,field_4187_a,*,*,*,minecraftLogo,"The net.minecraft.client.Minecraft Logo (represented by spaces and asterisks)"
net.minecraft.src.gui.GuiEditSign,*,field_4189_i,*,*,*,updateCounter,"Counts the number of screen updates."
net.minecraft.src.world.chunk.ChunkPosition,*,field_1110_b,*,*,*,y,"The y coordinate of this net.minecraft.src.world.chunk.ChunkPosition"
net.minecraft.src.world.chunk.ChunkPosition,*,field_1111_a,*,*,*,x,"The x coordinate of this net.minecraft.src.world.chunk.ChunkPosition"
net.minecraft.src.world.chunk.ChunkPosition,*,field_1112_c,*,*,*,z,"The z coordinate of this net.minecraft.src.world.chunk.ChunkPosition"
net.minecraft.src.inventory.Slot,*,field_1118_b,*,*,*,inventory,"The inventory we want to extract a slot from."
net.minecraft.src.inventory.Slot,*,field_1119_a,*,*,*,slotIndex,"The index of the slot in the inventory."
net.minecraft.src.entity.EntityLiving,*,field_9341_H,*,*,*,prevSwingProgress,"*"
net.minecraft.src.entity.EntityLiving,*,field_9340_ai,*,*,*,moveForward,"*"
net.minecraft.src.entity.EntityLiving,*,field_9342_ah,*,*,*,moveStrafing,"*"
net.minecraft.src.MCHashTable,*,field_1590_a,*,*,*,slots,"An array of HashEntries representing the heads of hash slot lists"
net.minecraft.src.MCHashTable,*,field_1591_e,*,*,*,versionStamp,"A serial stamp used to mark changes"
net.minecraft.src.MCHashTable,*,field_1592_d,*,*,*,growFactor,"The scale factor used to determine when to grow the table"
net.minecraft.src.MCHashTable,*,field_1593_c,*,*,*,threshold,"The grow threshold"
net.minecraft.src.Timer,*,field_1378_c,*,*,*,renderPartialTicks,"How much time has elapsed since the last tick, in ticks, for use by display rendering routines (range: 0.0 - 1.0).  This field is frozen if the display is paused to eliminate jitter."
net.minecraft.src.Timer,*,field_1379_b,*,*,*,elapsedTicks,"How many full ticks have turned over since the last call to updateTimer(), capped at 10."
net.minecraft.src.KeyBinding,*,field_1370_b,*,*,*,keyCode,"*"
net.minecraft.src.KeyBinding,*,field_1371_a,*,*,*,keyDescription,"*"
net.minecraft.src.Timer,*,field_1372_i,*,*,*,timeSyncAdjustment,"A ratio used to sync the high-resolution clock to the system clock, updated once per second"
net.minecraft.src.Timer,*,field_1373_h,*,*,*,lastSyncHRClock,"The time reported by the high-resolution clock at the last sync, in milliseconds"
net.minecraft.src.Timer,*,field_1374_g,*,*,*,lastSyncSysClock,"The time reported by the system clock at the last sync, in milliseconds"
net.minecraft.src.Timer,*,field_1375_f,*,*,*,lastHRTime,"The time reported by the high-resolution clock at the last call of updateTimer(), in seconds"
net.minecraft.src.Timer,*,field_1376_e,*,*,*,elapsedPartialTicks,"How much time has elapsed since the last tick, in ticks (range: 0.0 - 1.0)."
net.minecraft.src.Timer,*,field_1377_d,*,*,*,timerSpeed,"A multiplier to make the timer (and therefore the game) go faster or slower.  0.5 makes the game run at half-speed."
net.minecraft.src.GameSettings,*,field_1578_g,*,*,*,anaglyph,"*"
net.minecraft.src.Block,*,field_4059_au,*,*,*,stairCompactPlanks,"*"
net.minecraft.src.GameSettings,*,field_1572_m,*,*,*,keyBindRight,"*"
net.minecraft.src.GameSettings,*,field_1573_l,*,*,*,keyBindBack,"*"
net.minecraft.src.GameSettings,*,field_1570_o,*,*,*,keyBindInventory,"*"
net.minecraft.src.Block,*,field_4051_bd,*,*,*,slowSand,"*"
net.minecraft.src.GameSettings,*,field_1577_h,*,*,*,limitFramerate,"*"
net.minecraft.src.GameSettings,*,field_1574_k,*,*,*,keyBindLeft,"*"
net.minecraft.src.Block,*,field_4055_bb,*,*,*,pumpkin,"A pumpkin"
net.minecraft.src.helpers.ClippingHelper,*,field_1687_b,*,*,*,projectionMatrix,"*"
net.minecraft.src.Block,*,field_419_ac,*,*,*,cloth,"*"
net.minecraft.src.Block,*,field_413_ai,*,*,*,blockGold,"*"
net.minecraft.src.Block,*,field_412_aj,*,*,*,blockSteel,"*"
net.minecraft.src.Block,*,field_410_al,*,*,*,stairSingle,"*"
net.minecraft.src.Block,*,field_417_ae,*,*,*,plantYellow,"Was dandelion"
net.minecraft.src.Block,*,field_416_af,*,*,*,plantRed,"Was rose"
net.minecraft.src.Block,*,field_415_ag,*,*,*,mushroomBrown,"Was mushroomKingBolete"
net.minecraft.src.entity.EntityCreeper,*,field_765_d,*,*,*,creeperState,"The state of the creeper (-1=Dormant,1=BlowingUp,2=CoolingDown)"
net.minecraft.src.entity.EntityCreeper,*,field_764_a,*,*,*,timeSinceIgnited,"The amount of time since the creeper was close enough to the player to ignite"
net.minecraft.src.entity.EntityCreeper,*,field_766_c,*,*,*,fuseTime,"The number of cycles for the creeper to wait until exploding"
net.minecraft.src.entity.EntityCow,*,field_761_a,*,*,*,unusedBoolean,"Currently unused."
net.minecraft.src.entity.EntitySheep,*,field_760_a,*,*,*,sheared,"Set to true if this sheep has been sheared, false otherwise."
net.minecraft.src.entity.EntityCreeper,*,field_763_b,*,*,*,lastActiveTime,"Time when this creeper was last in an active state (Messed up code here, probably causes creeper animation to go weird)"
net.minecraft.src.entity.EntityMobs,*,field_762_e,*,*,*,attackStrength,"How much damage this mob's attacks deal"
net.minecraft.src.Block,*,field_360_bk,*,*,*,maxZ,"maximum Z for the block bounds (local coordinates)"
net.minecraft.src.Block,*,field_362_bj,*,*,*,maxY,"maximum Y for the block bounds (local coordinates)"
net.minecraft.src.Block,*,field_364_bi,*,*,*,maxX,"maximum X for the block bounds (local coordinates)"
net.minecraft.src.Block,*,field_366_bh,*,*,*,minZ,"minimum Z for the block bounds (local coordinates)"
net.minecraft.src.Block,*,field_368_bg,*,*,*,minY,"minimum Y for the block bounds (local coordinates)"
net.minecraft.src.world.chunk.ChunkCoordIntPair,*,field_189_a,*,*,*,chunkXPos,"The X position of this net.minecraft.src.world.chunk.Chunk Coordinate Pair"
net.minecraft.src.world.chunk.ChunkCoordIntPair,*,field_188_b,*,*,*,chunkZPos,"The Z position of this net.minecraft.src.world.chunk.Chunk Coordinate Pair"
net.minecraft.src.MinecraftImpl,*,field_185_a,*,*,*,mainFrame,"Reference to the main frame."
net.minecraft.src.MinecraftAppletImpl,*,field_186_a,*,*,*,mainFrame,"Reference to the main frame, in this case, the applet window itself."
net.minecraft.src.packet.Packet50PreChunk,*,field_505_a,*,*,*,xPosition,"The X position of the chunk."
net.minecraft.src.packet.Packet50PreChunk,*,field_504_b,*,*,*,yPosition,"The Y position of the chunk."
net.minecraft.src.packet.Packet29DestroyEntity,*,field_507_a,*,*,*,entityId,"ID of the entity to be destroyed on the client."
net.minecraft.src.packet.Packet50PreChunk,*,field_506_c,*,*,*,mode,"If mode is true (1) the client will initialise the chunk. If it is false (0) the client will unload the chunk."
net.minecraft.src.packet.Packet23VehicleSpawn,*,field_501_e,*,*,*,type,"The type of object."
net.minecraft.src.packet.Packet23VehicleSpawn,*,field_500_a,*,*,*,entityId,"net.minecraft.src.entity.Entity ID of the object."
net.minecraft.src.packet.Packet23VehicleSpawn,*,field_503_c,*,*,*,yPosition,"The Y position of the object."
net.minecraft.src.packet.Packet23VehicleSpawn,*,field_502_d,*,*,*,zPosition,"The Z position of the object."
net.minecraft.src.packet.Packet34EntityTeleport,*,field_509_a,*,*,*,entityId,"ID of the entity."
net.minecraft.src.packet.Packet34EntityTeleport,*,field_508_b,*,*,*,xPosition,"X position of the entity."
net.minecraft.src.gui.GuiChest,*,field_981_l,*,*,*,lowerChestInventory,"*"
net.minecraft.src.gui.GuiDownloadTerrain,*,field_983_a,*,*,*,netHandler,"Network object that downloads the terrain data."
net.minecraft.src.gui.GuiChest,*,field_982_j,*,*,*,upperChestInventory,"*"
net.minecraft.src.gui.GuiChat,*,field_985_a,*,*,*,message,"The chat message."
net.minecraft.src.gui.GuiDownloadTerrain,*,field_984_h,*,*,*,updateCounter,"Counts the number of screen updates."
net.minecraft.src.gui.GuiChat,*,field_986_h,*,*,*,updateCounter,"Counts the number of screen updates. Used to make the caret flash."
net.minecraft.src.gui.GuiMainMenu,*,field_989_j,*,*,*,updateCounter,"Counts the number of screen updates."
net.minecraft.src.item.Item,*,field_219_q,*,*,*,shovelWood,"*"
net.minecraft.src.item.Item,*,field_218_r,*,*,*,pickaxeWood,"*"
net.minecraft.src.item.Item,*,field_211_y,*,*,*,shovelDiamond,"*"
net.minecraft.src.item.Item,*,field_210_z,*,*,*,pickaxeDiamond,"*"
net.minecraft.src.item.Item,*,field_213_w,*,*,*,axeStone,"*"
net.minecraft.src.item.Item,*,field_212_x,*,*,*,swordDiamond,"*"
net.minecraft.src.item.Item,*,field_215_u,*,*,*,shovelStone,"*"
net.minecraft.src.item.Item,*,field_214_v,*,*,*,pickaxeStone,"*"
net.minecraft.src.item.Item,*,field_217_s,*,*,*,axeWood,"*"
net.minecraft.src.item.Item,*,field_216_t,*,*,*,swordStone,"*"
net.minecraft.src.world.WorldRenderer,*,field_1742_D,*,*,*,tessellator,"*"
net.minecraft.src.world.WorldRenderer,*,field_1745_B,*,*,*,tileEntityRenderers,"All the tile entities that have special rendering code for this chunk"
net.minecraft.src.world.WorldRenderer,*,field_1744_C,*,*,*,glRenderList,""
net.minecraft.src.world.WorldRenderer,*,field_1749_o,*,*,*,isInFrustrum,""
net.minecraft.src.world.WorldRenderer,*,field_1748_p,*,*,*,skipRenderPass,"Should this renderer skip this render pass"
net.minecraft.src.NibbleArray,*,field_1109_a,*,*,*,data,"Byte array of data stored in this holder. Possibly a light map or some chunk data. Data is accessed in 4-bit pieces."
net.minecraft.src.HashEntry,*,field_1108_c,*,*,*,nextEntry,"The next entry in this slot"
net.minecraft.src.threading.ThreadConnectToServer,*,field_1103_d,*,*,*,connectingGui,"A reference to the net.minecraft.src.gui.GuiConnecting object."
net.minecraft.src.threading.ThreadConnectToServer,*,field_1102_a,*,*,*,mc,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.threading.ThreadConnectToServer,*,field_1101_b,*,*,*,hostName,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.recipe.RecipesWeapons,*,field_1100_a,*,*,*,recipePatterns,"*"
net.minecraft.src.HashEntry,*,field_1107_d,*,*,*,slotHash,"The id of the hash slot computed from the hash"
net.minecraft.src.HashEntry,*,field_1106_a,*,*,*,hashEntry,"The hash code of this entry"
net.minecraft.src.HashEntry,*,field_1105_b,*,*,*,valueEntry,"The object stored in this entry"
net.minecraft.src.threading.ThreadConnectToServer,*,field_1104_c,*,*,*,port,"A reference to the net.minecraft.client.Minecraft object."
net.minecraft.src.entity.EntityPlayer,*,field_9370_g,*,*,*,score,"*"
